news,Assassination,Hijacking,Kidnapping,Barricade Incident,Bombing/Explosion,Armed Assault,Unarmed Assault,Facility/Infrastructure Attack,Unknown
"Achchutanand, former Bharatiya Janata Party (BJP) Member of legislative Assembly (MLA), from Mahnar, was attacked, allegedly by suspected Communist Party of India Maoist (CPI Maoist) cadres, near Ishopur village in Vaishali District on May 4 night, reports The Telegraph. The former MLA was returning to his native place from a marriage ceremony when he was attacked.",False,False,False,False,False,False,False,False,True
"Garo Hills Policewith the help of Goalpara Police in Assam on January 8 successfully rescued a child who was abducted by a gang from Mendipather area of North Garo Hills on January 6, reports The Shillong Times. North Garo Hills Police with support from Assam Police raided a hideout of the abductors gang and rescued 11 year old Mustaqfizul Rahman. The kingpin of the abduction Biswajit Adhikary was also arrested in the raid and operations on both sides of the inter state border are continuing to nab the rest of the gang who fled after seeing the Police arrive at their hideout.",False,False,True,False,False,False,False,False,False
"Two civilians were injured when militants lobbed a grenade at Army convoy in Bijbehara town in Anantnag District on April 8, reports Daily Excelsior. Militant’s lobbed a grenade at Army convoy in Goriwan area of Bijbehara town. The grenade exsploded on the road resulting in the injuries of two civilians. The injured persons have been identified as Imtiyaz Ahmad Khan of Rainawari Srinagar and Gul Muhammad Thokar of Bijbehera. The militants fled from the spot after carrying out the attack.",False,False,False,False,True,False,False,False,False
"Three security personnel were killed and two others were injured when militants launched an attack on a Levies check post in Kahan area of Kohlu District on February 17, reports The News. After the attack, Security Forces launched a search operation.",False,False,False,False,False,False,False,False,False
"Ananda Gopal Ganguly (70), a Hindu priest was hacked to death while going to a temple in Jhenidah District, reports The Daily Star. Police said that three attackers on a motorbike intercepted Ananda, who was on a bicycle, in Sonakhali area near Mahishakundu smashan (cremation ground) and stabbed in the neck and his throat was slit. He died on the spot. Hours after the killing, Islamic State (IS) claimed “IS fighters in Bangladesh killed a Hindu priest in Jhenidah, in the west of the country.”",True,False,False,False,False,True,False,False,False
"Suspected cadres of People Liberation Front of India (PLFI), gunned down two youths in the forests of Basia area in Gumla District on May 28, reports The Times of India. Police said that six rebels on bikes abducted Ajay Kumar Singh (30) and Raju Kerketta (19) at gunpoint from Bondekera village, around 75km from the district headquarters, around 6pm. The incident took place when the duos, both residents of Bondekera village, were returning from a local market. The suspected PLFI cadres then took them away into the deep forests and shot them from point blank range. Preliminary investigations suggest that the assailants used a .315 bore rifle to pump as many as three bullets into each of them. According to local villagers, Singh was a small time mahua seller and Kerketta used to work for him. A month ago, Singh had a clash with some people, who were suspected to be associated with the PLFI. The murders are probably the fallout of that clash, said a local villager. PLFI is a splinter group of the Communist party of IndiaMaoist (CPIMaoist).",False,False,True,False,False,True,False,False,False
"A Central Reserve Police Force (CRPF) Commando, identified as A. Deka was killed and his two other colleagues, A.K. Yadav and K. Kakoti were injured in an Improvised Explosive Device (IED) blast carried out by the Communist Party of India Maoist (CPI Maoist) cadres in the forest area of Aurangabad District on June 19, reports The Hindu. The Maoists triggered the blast near Bandhu Bigaha village when three Commandos of CRPF’s elite 205th Commando Battalion for Resolute Action (CoBRA) unit were riding on two bikes on way to their camp from Bali Pahari locality, Deputy Superintendent of Police (DySP) P.N. Sahu said.",False,False,False,False,True,False,False,False,False
"A school guard was injured when two unidentified armed assailants opened indiscriminate fire while entering a private school in Haroonabad area of Bahawalnagar District on October 30, reports The Express Tribune. However, as heavy contingents of Police reached the site, the assailants escaped. All students were safely evacuated from the school.",False,False,False,False,False,True,False,False,False
"Two militants of Lashkar e Toiba (LeT) were killed and two Policemen were injured in an encounter that broke out at Newa area in Pulwama District on June 30, reports Daily Excelsior. On a tip off about the presence of a group of militants in Malwari village of Newa, a joint operation was launched by Army’s 55 Rashtriya Rifles (RR), 183 Central Reserve Police Force (CRPF) and Special Operations Group (SOG) Pulwama. Militants hiding inside the village opened fire on Security Forces (SFs) as they were conducting searches of the village. They tried to break the cordon and flee but were killed by the SFs. Two Policemen sustained minor splinter injuries during the encounter. An AK 47 rifle, 4 magazines, 56 rounds, one pistol, 1 pistol magazine, 2 pistol rounds and other war like stores were recovered from the encounter site. The two militants were identified as Manzoor Ahmad resident of Gandi Bagh Kakapora and another was identified as Abu Ayaan, a Pakistani national.The militants were hiding in the house of one Ghulam Rasool Shergujri, whose wife Jigri is a People s Democratic Party (PDP) Panch (member of gram Panchayat). As the encounter was underway, hundreds of protesters tried to march towards the encounter site but they were intercepted by SFs leading to clashes. Police fired dozens of teargas shells to chase the protesters in parts of Pulwama District including in Main Town Pulwama amid a shutdown. Soon after the news about the killings spread a shutdown was observed in Main Town of Pulwama and adjoining areas besides there was already a shutdown at Newa and Kakapora. Protesters clashed with SFs at Muran Chowk, Rajpora Chowk and Newa throughout the day during which 20 protesters were injured.",False,False,False,False,False,True,False,False,False
"Two unidentified armed assailants shot at and injured a polio worker, identified as Omar Khan (22), in the Sanda area of Lahore on February 17, reports Dawn.",False,False,False,False,False,True,False,False,False
"Two militants were killed in an encounter with Security Forces (SFs) in Bandipora District on November 22 (today), reports The Times of India. Two militants have been killed in an encounter in Bandipora, a Police official said. He said acting on specific intelligence input about presence of militants in Hajin village of Bandipora, SFs launched a search operation in the area. The official said as the SFs were conducting the search operation, militants fired upon them leading to an encounter in which two militants have been killed. Further details of the operation were awaited, the official said, adding that two weapons have been recovered from the encounter site. He said the identity and group affiliation of the militants was being ascertained.",False,False,False,False,False,True,False,False,False
"The Counter Terrorism Department (CTD) of Sindh Police killed two suspects in an alleged encounter at Gulshan e Maymar area of Karachi, the provincial capital of Sindh, on June 20 night, reports The News. The CTD had raided a farm house in Karachi after receiving information of the presence of militants. Senior Superintendent of Police (SSP) Junaid Shaikh revealed that the activity was carried out at a house. Upon seeing the Police, the suspects opened fire on the law enforcement personnel. Police retaliated by firing upon the suspects as well, killing two of them. The killed suspects were yet to be identified. In a separate encounter, Police killed one Lyari Gangster, Allah Bakhsh alias Chachu, in Lyari Town area. According to details, the encounter commenced when police began a search operation in the area and Allah Bakhsh opened fire at them. The suspect was a key suspect of the Lyari gang war and Police claimed that he had been involved in the killing of 20 persons.",False,False,False,False,False,True,False,False,False
"Sepoy K Vikas Janardhan, who was injured after the attack at an infantry battalion in Uri in Baramulla District of Jammu And Kashmir (J K) on September 18 succumbed to his injuries on September 19, reports Indian Express. Earlier, South Asia Terrorism Portal (SATP) had reported that 17 personnel were killed in a fidayeen (suicide squad) attack on an Army infantry battalion in Uri area in Baramulla District on September 18. At least four militants were also killed in the encounter.",False,False,False,False,False,False,False,False,True
"A former sarpanch (local self government institution head) of a village was seriously injured in a pressure bomb blast, allegedly planted by Maoists, at Polampalli village in Sukma District on December 3, reports PTI. The Naxals (LWEs) had allegedly planted a pressure bomb on a road between Dornapal and Polampalli, and threw some propaganda material there, Police officials said. When Vetti Ballu (40) went to collect the propaganda papers, the pressure bomb exploded, injuring him grievously, they said.",False,False,False,False,True,False,False,False,False
"A former militant, identified as Salam Sanajaoba (28), was shot dead by three unidentified armed assailants at Sadhu Yenkhuman village under Sagolmang Police Station in Imphal East District on February 4, reports Nagaland Post. He was a cadre of the Kangleipak Communist Party Military Council (KCP MC), who had surrendered one and a haft year ago.",False,False,False,False,False,True,False,False,False
"The guard of a pro government Lashkar (tribal militia) leader, Bilal Afridi, was killed when a suicide bomber attacked the hujra (guest house) of Said Jamal in the Kharko Sarhgi area in the Zakhakhel tehsil (revenue unit) of Khyber Agency in Federally Administered Tribal Areas (FATA) in the night of April 16, reports Dawn.",False,False,False,False,True,False,False,False,False
At least 12 people including three Policemen were injured in suicide bombing near the City Police Station in Mardan District on May 30 reports Daily Times According to Mardan Regional Police Officer RPO Tahir Khan the bomber was about to target a Police vehicle standing outside the City Police Station at the District Courts Square when two Policemen signaled him to stop The bomber opened fire on the Policemen said the official He said that Policemen returned the fire which prompted the bomber to explode his suicide vest,False,False,False,False,True,True,False,False,False
"In a militant attack in Jammu and Kashmir, a group of militants attacked a Government building near Pampore town of Pulwama District on October 10 (today), reports The Times of India. Two to three militants were reported trapped inside the Jammu and Kashmir Entrepreneurship Development Institute (JKEDI) complex in the District. One jawan has been injured in the encounter between Security Forces (SFs) and militants. The militants were trapped inside a building in the JKEDI complex near Pampore town, a senior Police officer said. Security forces have surrounded the building and all escape routes of the militants were sealed, he said. The officer said that intermittent gunshots were heard inside the complex as the SFs were moving in cautiously to flush out the militants.",False,False,False,False,False,True,False,False,False
"Unidentified militant shot dead six people after barging into a house in Bonistan area of Panjgur District on February 10, reports Dawn. The victims were identified as Muhammad Ismail, Noor Shoaib, Muhammad Nazar, Momin Ghulam Jan and Islamil.",False,False,False,False,False,True,False,False,False
"Suspected People’s Liberation Front of India (PLFI) cadres killed six ‘criminals’ near Horindag rivulet in Tupudana area of Ranchi District on June 27, reports The Telegraph. All the dead bodies along with 15 used cartridges, three motorbikes and six mobile phones two of them broken into pieces were found from the spot. Sources identified the victims as Jaquir Hussain, Anil Pahan, Aman Yadav, Manish Pahan, Parwaz and Raza all in the age group of 20 25 years. Commenting on the incident, Inspector General of Police (IGP) (Human Rights) and State Police Spokesperson M.S. Bhatia said Prima facie it seems PLFI is involved in the incident. Preliminary probe suggests those killed were also criminals and Jaquir Hussain was the kingpin. Apart from loot and dacoity, he also used to extort money from businessmen and traders. PLFI is a splinter group of the Communist Party of India Maoist (CPI Maoist).",False,False,False,False,False,False,False,False,True
"At least three suspected women cadres of the Communist Party of India Maoist (CPI Maoist) were killed by the anti Maoist Special Operation Group (SOG) in an encounter in the Sahajkhaol Reserve Forest in Kalahandi District of Odisha on April 30 afternoon, reports The Indian Express. The Superintendent of Police (SP), Kalahandi, Brijesh Rai said that an exchange of fire ensued between SOG jawans and the Maoists around 5 pm near Kutra village under Ampani police outpost of Kalahandi, when the security personnel were undertaking combing operations in the area. “Our operation team is yet to reach the headquarters. We will reveal identity of the Maoists after their return,” Rai said. The Police said a few .303 rifles and a 9 mm pistol were also recovered.",False,False,False,False,False,True,False,False,False
"Suspected Naxalites Left Wing Extremists (LWEs) , apparently belonging to a newly formed outfit, raided a road construction site, thrashed workers and set ablaze four SUVs in Keredari in Hazaribagh District on December 2,reports The Telegraph. Police said the attack was aimed at intimidating and extorting money from the management of ECI Company, which has been engaged by the State Highways Authority for the renovation of 117 kilometres long Hazaribagh Bijupada road at a cost of INR 4.41 billion. Sources said around 15 armed Naxalites of newly formed Jharkhand Kranti Raksha Dal (JKRD) (Utari Chhotanagpur) stormed into the ECI camp at Damhabagi village in Keredari block, some 52 kilometres from Hazaribagh District headquarters, around 2am. The extremists took three workers at gunpoint and then beat them up badly. They warned them against working on the project and set four vehicles on fire. The suspected extremists left behind a pamphlet, wherein one Amit ji claimed responsibility for the attack, and disappeared into Keredari forests. Local sources said of late, Communist Party of India Maoist (CPI Maoist) cadres and their breakaway factions had been on the back foot in the face of sustained Police patrol in the area. There hadn t been any big crime here in recent past, they claimed. So, the raid was basically a handiwork of a local gang, which wanted to terrorise the agency officials in the garb of a new rebel outfit. Hazaribagh, Superintendent of Police (SP), Bhimsen Tuti visited the spot to take stock of the situation and spoke to the workers. Preliminary probe hints at involvement of a criminal gang, and police have identified some of its members. Raids are on and all of them will be arrested soon, the SP added.",False,False,False,False,False,False,True,True,False
"Assam Rifles (AR) troops launched an operation in Grihang and Kamjong in Manipur’s Ukhrul District and killed two underground cadres of an unknown group on January 5, reports The Assam Tribune. “There were three armed cadres who were seen moving towards Kamjong. Immediately Assam Rifles personnel challenged them but they opened fire on the troops and started running,” Public Relations Officer (PRO) AR (South) said in a release on January 6. “In the ensuing encounter, two undergrounds were killed on the spot while the third managed to flee taking advantage of darkness.” One AK56 rifle along with magazine, twelve live rounds of 7.62 mm and five fired cases of 7.62 mm have been recovered from the spot, it added. The bodies of the two slain militants along with the recovered weapons have been handed over to Chassad Police Station in the District.",False,False,False,False,False,True,False,False,False
"Two Security Force (SF) personnel were killed in an Improvised Explosive Device (IED) blast in Awaran District in Balochistan on May 28, reports Dawn. Official sources said that personnel of the Frontier Corps (FC) were checking the Jhaho area in the district to clear it of landmines when an IED exploded near an FC vehicle. Following the blast, armed men opened fire, they added. “Two soldiers of the Frontier Corps lost their lives and three others were seriously wounded in the blast,” a spokesman for the FC said. He also confirmed firing after the blast. The sources said that the FC men were the target of the IED, which was exploded by a remote control.",False,False,False,False,True,True,False,False,False
Meanwhile the Governor of Nagaland and Assam P B Acharya strongly condemned the killing of a couple in Kiphire on February 6 by some unidentified gunmen reports Nagaland Post on February 11 The Governor who is in Delhi to attend the Governors conference convened by the President of India expressed deep shock and dismay at the heinous killing Acharya asserted that violence had no place in a democracy and added that the Government would take strong measures to prevent further escalation of violence Also according to reports at least 1200 people including a number of students preparing for the High School Leaving Certificate HSLC and Higher Secondary School Leaving Certificate HSSLC examination have been displaced from Kiphire Pungro and Shamator in the aftermath of the February 6 murder of a young couple at Shamator area in Tuensang District reports Morung Express on February 11 In the outrageous shooting incident a husband wife couple identified as Alemba and Naro travelling in a Bolero from Shamator towards Kiphire were gunned down by unidentified assailants The incident triggered a chain reaction of violence in Kiphire and Shamator towns as mobs went on rampage An official source said at least 1200 people who fled Kiphire following the shooting incident have taken shelter in Pungro sub Division The people were escorted by the Kiphire District administration Police and Security Forces SFs till Pungro jurisdiction Those who fled to the jungle as violence erupted had to be tracked down by the Police and escorted to safety,False,False,False,False,False,True,False,False,False
"Armed militants abducted a tipper driver of Simplex Company engaged in road construction at Singda village under Sapermeina Police Station of Senapati District on November 10, reports Nagaland Post. A Police source said that Manichandra Singh of Phayeng village in Imphal West District was whisked away by the armed persons suspected to be cadres of a Kuki based militant group last night, around 10.30 pm. The driver was among around 30 labourers engaged by the Simplex Company in the construction of a road there and staying at makeshift camps at Singda village. Reports said that the militants who intruded into the camp picked out the driver and whisked him away. Police suspect the driver has been taken hostage by the militants for ransom demand from the company.",False,False,True,False,False,False,False,False,False
"Militants attacked a Security Forces (SF) camp at Litter area in Pulwama District on July 1, in which three Central Reserve Police Force (CRPF) personnel were injured, reports Daily Excelsior. Sources said two motorcycle borne militants first lobbed a grenade inside joint camp of CRPF’s 182 Battalion and Special Operation of Police (SOG) at Litter and then opened indiscriminate fire. The fire was retaliated by SFs. However, five CRPF personnel sustained splinter injuries and were hospitalised for treatment, Superintendent of Police (SP), Pulwama, Rayees Bhat said. The militants after exchanging fire briefly with SFs fled from the spot after which massive searches were launched by army, SOG and Police at Litter, Chakoora, Liloora and adjoining areas to arrest the militants.",False,False,False,False,True,True,False,False,False
"An explosion on a public bus on May 26 in Kurukshetra of Haryana, injuring 12 people was a terror attack, sources in the Union Ministry of Home Affairs (UMHA) said, reports NDTV. Around 40 people were on the bus when the low intensity bomb exploded. We are still verifying the nature of the bomb, said senior Police officer Simardeep Singh. Experts from the National Investigating Agency (NIA), have visited the location where the bomb exploded. Sources said it is too early to shortlist terror groups who could be responsible for the attack. A 12 volt battery was recovered from the bag in which the bomb was hidden along with some clothes.",False,False,False,False,True,False,False,False,False
"Unidentified assailants on November 8 killed two Policemen in Dera Murad Jamali area of Naseerabad District in Balochistan, reports Dawn. “Armed men opened fire at policemen in Dera Murad Jamali area of the district, which killed both personnel on the spot,” said police official. “Policemen were patrolling on motorcycle when they were attacked by armed militants in the area. Deceased policemen were identified as Essa Khan Bugti and Buland Khan Gola,” Police official added.",False,False,False,False,False,True,False,False,False
"Six Policemen were injured on June 12 in a militant attack in south Kashmir s Kulgam District, reports Times of India. Six policemen were injured when militants fired at a police party at Bonigam Qazigund (Kulgam). The police party was on a routine patrolling of the area when the militants attacked them, a senior police officer said.",False,False,False,False,False,True,False,False,False
"Hizbul Mujahideen (HM) top ‘commander’, Dawood Sheikh alias Chotu, was killed and an Army trooper was injured in an encounter at Bichru village in Kulgam District on March 6, reports Daily Excelsior. The Special Operations Group (SOG) of Jammu and Kashmir Police, Kulgam and Army’s 1 and 9 Rashtriya Rifles (RR) received information about presence of two militants of HM in Bichru village of Kulgam. As the Security Forces (SFs) cordoned off the village, militants opened fire on them injuring one soldier. SFs trapped Dawood in a house after he was injured while trying to flee with his associate, Shabir Ahmad. DIG South Kashmir, Nitish Kumar said Dawood of Rishipora Qaimoh was killed by SFs in the encounter while his associate managed to escape. Dawood was one of the most wanted militants in the District and was involved in several militancy related incidents. He was A category militant and was active for several years in South Kashmir. One AK 47 rifle was recovered from the encounter site.",False,False,False,False,False,True,False,False,False
Two cadres of Purba Bangla Communist Party PBCP were killed in a gunfight with Rapid Action Battalion RAB at Jugni Hatkhola area of Tangail District on April 7 reports New Age The victims were identified as Fazal Driver 40 and Uzzal 35 Two RAB personnel Corporal Mohammed Ali and Lance Corporal Nuruzzaman were also injured during the gunfight One revolver a foreign pistol a magazine and seven bullets were recovered from the spot,False,False,False,False,False,True,False,False,False
"Militants killed a civilian at Kawari village in Kupwara District on July 17, reports Daily Excelsior. Reports said the militants fired at Bilal Ahmad Denthu son of Abdul Rashid at Kawari from close range, leaving him in a pool of blood, later while shifting to hospital he was declared as brought dead. Reports said an Army team rushed to the spot and conducted searches; however, no one was arrested.",False,False,False,False,False,True,False,False,False
"Unidentified armed assailants killed three Security Forces (SFs) personnel in two separate incidents of violence in Mastung District of Balochistan on July 2, reports The Dawn. Two Levies personnel were killed when attackers opened fire at them in Al Falah Road area of Mastung city.",True,False,False,False,False,True,False,False,False
"At least 10 Central Reserve Police Force (CRPF) Commandos belonging to the Commando Battalion for Resolute Action (CoBRA) battalion were killed and five others injured in a Communist Party of India Maoist (CPI Maoist) orchestrated Improvised Explosive Device (IED) blast in the forests of Aurangabad District on July 18, reports The Times of India. Initially, the troopers of the CoBRA unit were ambushed in an IED blast after which an encounter started between the two sides resulting in the killing of three Maoists. The incident was reported from Chakarbanda Dumarinala forests of Aurangabad District. Some arms and ammunition, including an AK 47 rifle, INSAS rifle and under barrel grenade launcher were also recovered from the encounter site. Commenting on the Security Forces (SF) casualty a senior official said that While eight personnel were killed on the spot, two others succumbed to their injuries when they were being evacuated .",False,False,False,False,True,False,False,False,False
"A Police jawan, who was injured in a blast triggered by Communist Party of India Maoist (CPI Maoist) in Bijapur District in September, succumbs to his injuries at a private hospital in Raipur on October 17, reports Indian Express. The Gopniya Sainik (secret agent), identified as Abhaiyya Jabba (23), belonging to State Police, succumbed last evening at Ramkrishna Care Hospital in Raipur, a Police official said. Abhaiyya and another jawan had sustained injuries in an improvised explosive device (IED) blast detonated by Maoists while a joint team of Security Forces (SFs) was out on an anti Maoist operation in the forest of Madded Police Station area on September 22.",False,False,False,False,True,False,False,False,False
"A villager, identified as Awadhesh Singh Bhokta, a resident of Chilmi village in Aurangabad District, was shot dead by suspected Maoists at close to canal in Dalelbigha village under Madanpur Police Station in Aurangabad District on June 8, reports The Times of India. According to Police sources, Maoists caught Bhokta on June 8 night from Panchrukhiya village, took him near the canal and killed him by opening fire on him by an AK 47. The deceased s wife, Kranti Devi, said two top Maoists, Prasadji and Nawalji used to sexually abuse her on gunpoint for the past few months, which her husband always resisted. Maoists had threatened my husband with dire consequences, she said.",False,False,False,False,False,True,False,False,False
"Unidentified armed assailants shot dead a woman while she was on her way home near Hub area of Lasbela District in Balochistan on October 3, reports Daily Times.",False,False,False,False,False,True,False,False,False
"A former deputy sarpanch (deputy head of village level local self government institution) was killed by suspected Communist Party of India Maoist (CPI Maoist) cadres on the suspicion of being a ‘Police informer’ in Mahasamund District on September 7, reports The Times of India. Khejan Sonwani (45) was shot dead late last night at his house in Khairat Kala village under Komakhan Police Station limits, Mahasamund Additional Superintendent of Police (ASP) Rakesh Bhatt said. Three armed ultras stormed into his house in Khairat Kala and pumped bullets into Sonwani, he said. The assailants had dropped some pamphlets in which they claimed Sonwani was acting as a mediator in tendu leaf (leaves of Diospyros Melonoxylon) procurement in forests of Chhattisgarh Odisha border and siphoned off money in the deals, the ASP said. Besides, they also claimed that the victim was acting as a ‘Police informer’, he added.",False,False,False,False,False,True,False,False,False
"One militant was killed in an encounter in Waderbala village of Handwara area in Kupwara District on June 24, reports Daily Excelsior. The operation in Waderbala in Handwara area was started three days ago after Security Forces (SFs) received specific information about the presence of militants in the area. A joint operation was launched by Police and Army personnel against the hiding militants. The militants were trapped last evening and they fired on troops leading to a fierce gun battle in which the militant was killed.Meanwhile, Police prevented a major tragedy as they detected an Improvised Explosive Device (IED) planted on Airport road in Hyderpora area in Srinagar on June 24, reports Daily Excelsior. Police said that an IED weighing 5 kilograms, planted in a rice cooker, was detected near a flyover at Hyderpora in Srinagar in the wee hours in the morning and later was defused by a bomb squad.",False,False,False,False,False,True,False,False,False
"A group of Communist Party of India Maoist (CPI Maoist) cadres reportedly set ablaze a licensed country liquor manufacturing unit in Dengsu Tipidi village under Barabandha panchayat (village level local self government institution) of Madanpur Rampur Police limits in Kalahandi District on October 16, reports New Indian Express. According to information, around 32 Maoists came and put the liquor making unit and two motorbikes on fire using kerosene. They too beat up owner and employees of the unit and threatened him to stop the unit for ever. The village, mostly inhabited by tribals, also has a strong Maoist presence. There is hardly any development in the area; the village does not even have a proper road. Speaking of the incident, Kalahandi Superintendent of Police (SP) Brijesh Rai said a team of Police personnel has been sent to the spot to ascertain the exact volume of loss of property and to investigate into the matter.",False,False,False,False,False,False,False,True,False
"An Indian female aid worker, identified as Judith D’ Souza who was abducted by suspected militants in Kabul on June 9 remained untraceable even as Afghan authorities continued efforts to secure her safe release, reports The Times of India on June 12. Judith D Souza, working for Aga Khan Foundation as senior technical adviser, was abducted along with two other people outside her office in Taimani area of Kabul on June 9 evening. The Ministry of External Affairs (MEA) is in touch with the Afghan authorities to ensure release of 40 year old Judith, a resident of Kolkata (West Bengal). So far, no group has claimed responsibility for her abduction.",False,False,False,False,False,False,False,False,False
"suspected Naxals Left Wing Extremists (LWEs) set ablaze eight vehicles engaged in road construction work at Ghatkuri and adjacent Pipri Sai Village in Rowan under Gua Police Station area of West Singhbhum District on January 31, reports avenuemail.in.",False,False,False,False,False,False,False,True,False
"Islamic State (also known as Daesh) on October 25 claimed responsibility for October 24, 2016 attack on Police Training College (PTC) in provincial capital Quetta that killed 61 persons, reports The News. The attack was carried out by Islamic State fighters , the group s Amaq News Agency said.",False,False,False,False,False,False,False,False,False
"The United National Liberation Front of Western South East Asia (UNLFW), an umbrella grouping of several militant outfits in the northeast, claimed responsibility for the attack of November 26 where five Indian soldiers were seriously injured, reports The Morung Express on November 26. According to the sources the soldiers were patrolling near Sajik Tampak village ofChandel District when a remote controlled bomb detonated near them, while the militants opened fire with automatic rifles. A statement issued by the Independent faction of United Liberation Front of Asom (ULFA I) claimed the responsibility. “A group of Peoples’ Liberation Army (PLA) attacked the 21 Para Regiment of Indian Army between Aisi and Khunmulen near Sajik Tampak in Chandel District on Saturday (November 26) morning. Five or more Indian soldiers are seriously injured,” it said.",False,False,False,False,True,True,False,False,False
"At least one civilian and four suicide bombers were killed after terrorists attacked Christian Colony of Peshawar, the provincial capital of Khyber Pakhtunkhwa (KP) in the morning of September 2 (today) and exchanged fire with Security Forces (SFs), reports Dawn. Director General of Inter Services Public Relations (ISPR) Asim Bajwa confirmed all four suicide bombers were killed and a clearance operation is underway. Firing reportedly began around 6am, when terrorists attacked the colony. The gunmen were wearing suicide jackets, the sources said. Two of the attackers detonated their suicide jackets, and two others were killed by SFs.",False,False,False,False,True,True,False,False,False
"The Communist Party of India Maoist (CPI Maoist) shot dead Sharad Kursami (30) from Mardmelinga village in Bhamragarh tehsil (revenue unit) in Gadchiroli District on June 2, reports Indian Express. A Police press note said, “Kursami was kidnapped three days ago and was found gunned down near Hukkametta village on Thursday.” It added, “Naxalites Left Wing Extremists, LWEs branded Kursami as a police informer but he was not one. Baffled by a good response to a development rally held recently at Nelgunda, the Naxalites have resorted to violence against civilians.",False,False,True,False,False,True,False,False,False
"The son of Provincial Local Government Minister, Sardar Mustafa Khan Tareen, was abducted by unidentified militants from the Cadet College area of Pishin District on May 21 (today), reports Dawn. Tareen was elected as a Member of Provincial Army (MPA) from Pishin District in 2013, and is affiliated with Pashtoonkhwa Milli Awami Party.",False,False,True,False,False,False,False,False,False
"The Communist Party of India Maoist (CPI Maoist) cadres have allegedly started disrupting agrarian activities of poor tribals, who do not support their violent activity, in Malkangiri District of Odisha, reports The Hindu on August 1. According to sources, the Maoists started adopting this new strategy in Mathili block of Malkangiri District ahead of their ‘Martyrs’ week’ observation from July 28 to August 3. They have till now targeted tribals at remote villages and hamlets in three panchayats (village level local self government institutions) of Mathili block, namely Salimi, Temurupalli and Kartanpalli. Malkangiri Superintendent of Police (SP) Mitrabhanu Mohapatra confirmed these recent developments. To strengthen their threats, the Maoists are abducting tribals from their farms and releasing them after threatening them. Two tribals from Jandaraguda village under Mathili block, Suka Kabasi and Nilaram Madhi, were abducted by Maoists on July 17 and later released. Both had earlier received threats from the Naxalites to stop their agricultural activity and leave the village. Some other former Maoist supporters of the village also were threatened. According to sources, on July 19, Sama Madhi was taken away by the Maoists from Kukurkund village of Temurupalli panchayat and later released.",False,False,True,False,False,False,False,False,False
"Janatantrik Tarai Mukti Morcha Krantikari (JTMM K) exploded an improvised explosive device (IED) in Rajbiraj, the District headquarters of Saptari, on June 14, reports The Himalayan Times. In a statement, the underground outfit said it carried out the explosion to pay tribute to its cadres who were martyred. The explosion, however, did not cause any casualty.",False,False,False,False,True,False,False,False,False
A Policeman identified as Ali Badshah was shot dead by unidentified armed assailants while he was on his way to attend his duty near an Imambargah Shia place of commemoration in Bannu District on April 5 reports The News,False,False,False,False,False,True,False,False,False
"A woman Communist Party of India Maoist (CPI Maoist) cadre was killed during an exchange of fire between the Security Force (SF) personnel and the Maoists in a forest in Kalahandi District on February 11, The New Indian Express. The combing team comprising Special Operation Group (SOG) and District Voluntary Force (DVF) also recovered arms from the spot. Kalahandi Superintendent of Police (SP) Brijesh Rai said on receiving intelligence information about movement of Maoists in Kanamanjur Reserve Forest, an intense combing operation was launched. The encounter, that took place near Supel on the bank of river Sagada between 3.30 pm and 4 pm, lasted for about 25 minutes. The Maoists fled into the forest leaving behind the body of the woman cadre, who is yet to be identified, the SP added. It is suspected that the Maoists belong to Bansadhara Ghumsar Nagavali division, which is led by Divisional Commander Nikhil. The items seized by the combing team include 13 haversacks, .303 rifle with magazine and ammunition, two detonators with flexible wire, transistor, knife, solar plate, battery charger, Maoist literature and household articles. Nine SOG and DVF personnel received minor bullet injuries, the SP said.",False,False,False,False,False,True,False,False,False
"A worker of the Muttahida Qaumi Movement (MQM), identified as Fahad Zaki, was shot dead and another, identified as Kamran, was wounded in targeted attacks in within the limits of the Khokhrapar Police Station in Benazir Sports Ground of Landhi Town in Karachi, the provincial capital of Sindh on May 20, reports The Express Tribune. Khokhrapar Station House Officer (SHO) Shahjahan Lashari said, “They armed motorcyclists first targeted Kamran and then Zaki.” “Kamran was targeted when he was parking his motorcycle outside his residence, while Zaki was targeted when he was travelling on a motorcycle and both the incidents occurred within a few minutes of each other .”",False,False,False,False,False,True,False,False,False
"Five militants were killedas the Army foiled a major infiltration bid along the Line of Control (LoC) in Uri sector in Baramulla District on August 15, reports The Hindu. Alert troops noticed some suspicious movement along the LoC in Uri Sector in north Kashmir and challenged the intruders, an Army official said. He said the intruders opened fire at the Army positions which was retaliated by the soldiers. “Two militants were killed in the initial exchange of firing while three others were killed late in the day,” the official said. Arms, ammunition and war like stores were recovered from the encounter site.",False,False,False,False,False,True,False,False,False
"An activist of the Muttahida Qaumi Movement (MQM) was shot dead in a target killing incident while he was sitting at a tea hotel in Sector 8 B of North Karachi Town in Karachi, the provincial capital of Sindh on April 11, reports The News.",True,False,False,False,False,False,False,False,False
